legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,499.96015689914657,499.3446016138318,496.87058545279774,493.73646194639724,488.1633036543597,478.868466938434,464.352402398898,443.1823718139069,414.4750293277873,337.1289002556076,252.98963112245383,192.00900080633392,162.88287527711023,153.15561704688992,150.637396995618,150.10321529856978
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,499.9168568027094,498.08542888745063,489.30804827186665,477.9097118684344,458.6100950962438,429.8328411893434,392.183979738882,348.9287780410375,305.0146938121069,232.15689105029966,188.16156501853865,165.88441361864156,155.7764847645361,151.76378590916326,150.43471998337094,150.08315629708267
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,499.98294583002223,499.11477302329337,493.1309207661979,484.2312699718715,468.1793340743701,443.2839025345934,409.9431034846049,371.0427746582169,330.92127814364414,261.3550824372357,213.71870747022993,183.92463845628848,166.25392517279894,156.73236117848285,152.3158303024789,150.6352901829304
