legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,199.0,222.0,250.0,267.0,290.0,320.0,358.0,393.0,429.0,461.0,467.0,449.0,371.0,242.0,167.0,150.0
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,427.0,488.0,496.0,496.0,496.0,496.0,496.0,496.0,492.0,475.0,406.0,310.0,243.0,197.0,165.0,150.0
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,491.0,497.0,497.0,497.0,497.0,497.0,497.0,495.0,493.0,475.0,408.0,328.0,270.0,228.0,196.0,172.0
