legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,186.0,232.0,270.0,282.0,289.0,289.0,278.0,264.0,241.0,192.0,157.0,150.0,150.0,150.0,150.0,150.0
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,300.0,356.0,370.0,370.0,366.0,356.0,342.0,320.0,296.0,242.0,198.0,168.0,150.0,150.0,150.0,150.0
