legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,449.0,245.0,167.0,150.0
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,421.0,310.0,243.0,197.0,165.0,150.0
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,414.0,328.0,270.0,228.0,196.0,172.0
