legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,167.0,174.0,182.0,187.0,192.0,202.0,212.0,230.0,247.0,280.0,285.0,237.0,169.0,150.0,150.0,150.0
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,297.0,402.0,440.0,450.0,452.0,452.0,448.0,437.0,421.0,354.0,268.0,207.0,167.0,150.0,150.0,150.0
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,430.0,467.0,475.0,475.0,473.0,471.0,463.0,453.0,434.0,372.0,300.0,244.0,204.0,176.0,154.0,150.0
