legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,154.0,157.0,159.0,162.0,164.0,164.0,169.0,172.0,177.0,184.0,179.0,154.0,150.0,150.0,150.0,150.0
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,234.0,316.0,366.0,381.0,387.0,385.0,379.0,362.0,337.0,268.0,205.0,165.0,150.0,150.0,150.0,150.0
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,372.0,422.0,432.0,432.0,430.0,424.0,412.0,396.0,372.0,306.0,246.0,204.0,174.0,152.0,150.0,150.0
