,0.7,0.58,0.52
0.005,0.9999938925250659,0.2500214664904819,0.01236518786057505
0.015357142857142857,0.999997064949547,0.3367085894849005,0.03024447973445138
0.025714285714285714,0.9999980108211463,0.38584739591554346,0.04638476500876711
0.03607142857142857,0.9999984138729004,0.42097281760922484,0.06098138236509283
0.04642857142857142,0.9999986659838888,0.44911279637673585,0.07434349442148422
0.05678571428571428,0.9999989133182547,0.4721583772044265,0.08628770477521729
0.06714285714285714,0.9999990354286316,0.4922270333828587,0.09839492282595683
0.0775,0.999999139947183,0.5113395823447818,0.11175099609091703
0.08785714285714286,0.9999992202009127,0.528961370797579,0.12529709768062217
0.09821428571428571,0.9999993005351168,0.5439613220746714,0.13703416688488845
0.10857142857142857,0.9999993445006552,0.5569807619913727,0.14668192045898645
0.11892857142857143,0.9999994379428926,0.5723008701124479,0.16159641627973764
0.12928571428571428,0.9999994666056083,0.5811433269201065,0.16736746459416657
0.13964285714285712,0.9999995096381774,0.5966484668111655,0.18521714793345462
0.15,0.9999995304872644,0.6042069697844646,0.1908805354310949
