legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,170.0,400.0,470.0,485.0,490.0,490.0,485.0,485.0,470.0,415.0,305.0,215.0,160.0,125.0,100.0,80.0
