legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.003295898447434083,52.0,145.0,554.0,778.0,862.0,885.0,877.0,837.0,755.0,503.0,328.0,227.0,168.0,129.0,102.0,83.0
