legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,492.0,220.0,135.0,95.0,69.0
bravo    | p=0.55 | alpha=0.054657226562499994,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2077.0,1157.0,778.0,456.0,315.0,237.0,191.0,157.0,134.0,115.0
bravo    | p=0.51 | alpha=0.20197070312499998,3000.0,3000.0,3000.0,3000.0,3000.0,2588.0,1760.0,1320.0,1049.0,736.0,562.0,453.0,378.0,326.0,283.0,251.0
