legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,1009.0,127.0,74.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.054657226562499994,3000.0,3000.0,3000.0,3000.0,3000.0,1143.0,637.0,444.0,340.0,233.0,176.0,143.0,119.0,103.0,90.0,79.0
bravo    | p=0.51 | alpha=0.20197070312499998,3000.0,3000.0,3000.0,3000.0,2233.0,1435.0,1057.0,839.0,691.0,516.0,411.0,342.0,291.0,255.0,227.0,202.0
