legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,1910.0,621.0,324.0,205.0,145.0
bravo    | p=0.55 | alpha=0.054657226562499994,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2307.0,1437.0,759.0,494.0,357.0,275.0,220.0,183.0,155.0
bravo    | p=0.51 | alpha=0.20197070312499998,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2592.0,1875.0,1449.0,974.0,726.0,570.0,467.0,394.0,340.0,297.0
