legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,44.0,59.0,72.0,79.0,90.0,105.0,125.0,150.0,190.0,369.0,860.0,485.0,220.0,135.0,95.0,69.0
bravo    | p=0.55 | alpha=0.054657226562499994,313.0,568.0,1098.0,1688.0,2166.0,2191.0,1753.0,1147.0,778.0,456.0,315.0,237.0,191.0,157.0,134.0,115.0
bravo    | p=0.51 | alpha=0.20197070312499998,992.0,2182.0,2778.0,2788.0,2689.0,2336.0,1750.0,1320.0,1049.0,736.0,562.0,453.0,378.0,326.0,283.0,251.0
