legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,691.0,195.0,112.0,74.0,57.0,47.0
bravo    | p=0.55 | alpha=0.054657226562499994,3000.0,3000.0,3000.0,3000.0,3000.0,2865.0,1197.0,738.0,530.0,332.0,239.0,187.0,153.0,130.0,111.0,96.0
bravo    | p=0.51 | alpha=0.20197070312499998,3000.0,3000.0,3000.0,3000.0,3000.0,1966.0,1384.0,1065.0,863.0,623.0,483.0,394.0,336.0,289.0,255.0,227.0
