legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,716.1701540337154,570.2931384700524,396.0834474788324,303.53718769481395,233.23464339984378,187.53774762407008,156.63842490329503,131.60618011493625,108.67654745896384,67.29987103916541,35.41492138585035,16.896276064769854,9.033063260770579,5.939054598979585,4.447391898291825,3.571162933128238
bravo_without_replacement | p=0.55 | alpha=1,446.3262318510931,275.7346000829559,150.37878823216246,96.8517688618769,58.6606282676897,35.489661639471876,22.632451954384095,15.560778190325061,11.520651424954822,7.480661202717097,5.561718710426592,4.447877242049999,3.719206617752663,3.204435268451714,2.8206858954255907,2.5229707028967847
bravo_without_replacement | p=0.52 | alpha=1,393.6425018074067,212.2602715032495,100.99347279742199,60.975900055135284,35.44427474968607,21.6199916615395,14.700439762496048,11.06682197969039,8.907647559316377,6.4481716133292215,5.075579475113775,4.196358352188574,3.5829663753851766,3.129306222704102,2.7792845722129518,2.500483749863406
