,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,6,0.01560156718984443,0.00828854701819194,0.012210720670098771,0.01560156718984443,0.01757093295581284,0.019743239257881746,0.022134882354510374,0.024763232588660943,0.02764667222652454,0.030804634017328254,0.03802734387625223,0.04660934452073396,0.05674801500390257,0.0686614919007948,0.08259007628161938,0.09879768683420574,0.11757335913563738
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,10,0.0058435604947701825,0.0024883127376424084,0.004207474976727887,0.0058435604947701825,0.00684489116218823,0.007986734197241462,0.009284005220872379,0.010752539532083567,0.012409057404533004,0.014271111770613918,0.018685748038976373,0.024150183847015855,0.030824222701123512,0.03886730896563526,0.04842957245639338,0.059639806086131404,0.07258976501046438
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,13,0.004744561913049097,0.0017993904039064106,0.003273786587380998,0.004744561913049097,0.005666856136538795,0.006734195022098983,0.007963089119805207,0.009370869203280199,0.01097553999219079,0.012795592221803062,0.017156781224532226,0.02260191872814429,0.02926578663016668,0.03725489267731285,0.046627899041979975,0.05737217165706665,0.06937702229855484
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,17,0.0017684131995421373,0.0005374037834197724,0.0011224347592951784,0.0017684131995421373,0.002196920392934983,0.002711177052630007,0.0033241527601969322,0.0040498939418562654,0.00490342686547861,0.005900609247347986,0.008392200726466235,0.011658576385645202,0.01582625383142533,0.020996709918985435,0.02722337993781913,0.0344839733613692,0.042649900777995325
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,20,0.001522114985858118,0.00041189365401557985,0.0009257748710620945,0.001522114985858118,0.001928184844625788,0.0024235154867185433,0.00302280833959855,0.003742028908500005,0.004598243362509727,0.00560937348991119,0.008170216263657732,0.011569576596790873,0.015933283052718607,0.021341180035962366,0.02779406216775922,0.035177143644444894,0.04322516776537177
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,23,0.0012044663030450907,0.00029021643958171406,0.0007019754510618178,0.0012044663030450907,0.0015558637697378763,0.0019917141899185617,0.0025271903913490408,0.003178867537622478,0.003964512479499062,0.00490276323768346,0.007313181476079686,0.010556242905013506,0.014748778203945425,0.019943972996589482,0.02609090992897531,0.032993686327461795,0.04027917914050885
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,26,0.0009334802712627848,0.00020025862713014594,0.0005213033596145751,0.0009334802712627848,0.0012295971600962481,0.0016031765872015992,0.0020693924224231236,0.0026449615584357633,0.003347904417867742,0.004197168327101607,0.00641171344247129,0.00943411360376395,0.013372429009946896,0.0182562194903757,0.02399017990233359,0.03031153747455581,0.03676458368241739
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,28,0.0014407745175776781,0.0003058939572109678,0.0008032178659015405,0.0014407745175776781,0.0018971580934470317,0.0024707121185794816,0.0031829722800521994,0.004057005767674231,0.005116814481444197,0.0063865105303358375,0.009645913498512506,0.013983739993626053,0.01945848826745578,0.02597900982626488,0.033249431989671695,0.04073667378135859,0.047681495161518934
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,31,0.0009302208543949655,0.00017582357928123873,0.0004968969451260907,0.0009302208543949655,0.0012490537177472945,0.0016567958568843753,0.002171380467697722,0.0028122626634311462,0.0035999037269269746,0.004555029306792679,0.007045793744922283,0.01041210605286191,0.014699058118993183,0.019812915932229124,0.02547142920992527,0.031180505414400504,0.0362586987292492
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,34,0.000673427902997924,0.00011330974547958173,0.00034466962871300275,0.000673427902997924,0.0009221016262042596,0.001245778089311268,0.0016609947423449761,0.002185946372894871,0.0028400060213703156,0.0036430016080358516,0.005771161106671702,0.008693715154077516,0.012451600286347168,0.016944622448042807,0.021881709617121745,0.026763281527995952,0.030919427524554646
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,37,0.0005021447144220228,7.520714109363728e-05,0.00024624146623066845,0.0005021447144220228,0.0007011554480751666,0.0009648393119738634,0.0013087226922425493,0.0017501459989128633,0.002307823467140835,0.0030011381587350646,0.004869237743852145,0.007477245068166124,0.010865104181448666,0.014927631395109093,0.019363588722444546,0.02366312028066142,0.027159724796839896
