legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.018798828125962404,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,947.0,710.0,456.0,325.0,247.0,199.0,163.0,140.0,121.0
bayesian | a=500 | b=500 | critical_value=0.062500000000875,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,906.0,713.0,492.0,372.0,294.0,244.0,207.0,178.0,158.0
bayesian | a=1000 | b=1000 | critical_value=0.10058593750079882,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,903.0,721.0,510.0,389.0,314.0,259.0,223.0,195.0,173.0
