legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.018798828125962404,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,953.0,682.0,520.0,344.0,252.0,197.0,161.0,136.0,117.0,102.0
bayesian | a=500 | b=500 | critical_value=0.062500000000875,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,908.0,693.0,557.0,396.0,305.0,248.0,209.0,178.0,156.0,140.0
bayesian | a=1000 | b=1000 | critical_value=0.10058593750079882,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,907.0,703.0,574.0,417.0,324.0,263.0,223.0,195.0,171.0,150.0
