legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.08471365737915038,492.87393949888417,485.17535893572557,476.0493248976597,469.5573747859184,461.2550545473165,450.5761794959949,436.75814286882496,418.7833864719504,395.3263685859708,325.33456637779847,218.93168131721285,121.49287446406852,78.02744694674361,55.85608789372099,42.734945096757784,34.21710015267816
bravo    | p=0.55 | alpha=0.19221484374999998,499.4060450507027,495.244948451561,481.82608477618584,465.2615198981489,435.26983372469965,384.58045572507393,311.77599279231356,244.75075697090952,199.03960871283127,142.75173952542752,110.27821908483037,89.49953250141876,75.18550666394454,64.77047711935133,56.86627683931652,50.6632812337111
bravo    | p=0.52 | alpha=0.420501953125,499.80812994485586,497.19443937348296,484.40253937855465,464.737153650673,424.5173782341539,355.7450601171692,285.13034715233636,235.4804692268341,199.5357954640491,151.6940502245464,121.73709772480021,101.40521819166348,86.76869515042713,75.76639004869985,67.22762919243269,60.439277362734344
