legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.08471365737915038,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,180.0,110.0,80.0,60.0,45.0
bravo    | p=0.55 | alpha=0.19221484374999998,500.0,500.0,500.0,500.0,500.0,500.0,470.0,350.0,270.0,190.0,140.0,110.0,90.0,80.0,70.0,60.0
bravo    | p=0.52 | alpha=0.420501953125,500.0,500.0,500.0,500.0,500.0,495.0,385.0,310.0,255.0,190.0,150.0,125.0,105.0,90.0,80.0,70.0
