legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.08471365737915038,10.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,25.0,25.0,20.0,20.0,15.0,15.0
bravo    | p=0.55 | alpha=0.19221484374999998,55.0,70.0,85.0,90.0,105.0,125.0,150.0,140.0,110.0,85.0,70.0,60.0,50.0,45.0,45.0,40.0
bravo    | p=0.52 | alpha=0.420501953125,75.0,100.0,125.0,145.0,165.0,205.0,190.0,155.0,135.0,105.0,90.0,75.0,65.0,55.0,55.0,45.0
