legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.05,10410.788609865876,10110.133862132045,9527.806732955964,8868.182090017843,7756.638654700037,6141.249356174969,4235.580410202623,2475.7831714917193,1228.3268889853555,267.09224712443404,123.06116461842794,85.10902924998375,63.21749676148413,48.84074980878345,38.87819747758729,31.68433790746903
