legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,500.0000000021164,500.00001593336356,500.0019974259721,500.0161170720616,500.104778646218,500.5495765894536,502.33141500336194,508.05812801711375,523.1336809744218,621.1778523277034,758.6494299266164,641.2042592393781,522.5503014883788,501.76179497613816,500.0590624164982,500.0007175934382
bravo    | p=0.55 | alpha=0.2229153137207031,500.7171516120345,536.186191814375,698.482062551957,844.4455735533912,955.4977609763524,964.3023342884146,867.5783532294467,725.2573595346105,612.5955539654516,518.9397634881645,501.67625785028855,500.0657083729934,500.00104796377826,500.0000063208445,500.0000000132705,500.0000000000088
bravo    | p=0.51 | alpha=0.3134618835449219,581.8817153566047,1168.2399774950807,1501.0603682122583,1524.8852104980563,1462.769393311321,1317.6801460522577,1120.886605870301,937.9364624222286,798.2843997838393,609.2920936344736,522.0382039331037,502.06802740729535,500.08263053428954,500.00130010151355,500.0000074103238,500.00000001389213
