legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,21999.99999996034,21999.999748406855,21999.9692461434,21999.747819962005,21998.298804038866,21990.527542408916,21956.262118501512,21831.198536283802,21448.401133672152,18185.02380542961,8034.978312653093,1058.9117596963508,523.5884005691739,501.76185429423174,500.0590624165531,500.0007175934334
bravo    | p=0.55 | alpha=0.2229153137207031,21999.608887188573,21934.215652256004,21039.31301004796,18936.94129990414,14175.409555172475,7585.295650165069,2763.4867133121334,996.3534649004584,630.3090705023948,518.9456218618288,501.67625790116784,500.0657083729934,500.00104796378065,500.00000632085164,500.00000001327527,500.00000000000404
bravo    | p=0.51 | alpha=0.3134618835449219,21999.996267040668,21989.136273758162,20958.495285079942,17329.650168515054,10366.501481806847,4160.490656972168,1569.1481219278785,970.0244437012956,799.27466332798,609.292159805667,522.0382039332134,502.0680274072978,500.08263053429187,500.0013001015207,500.0000074103286,500.0000000138826
