legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,1999.9999999972326,1999.99998244699,1999.9978543847553,1999.982406219714,1999.88131962196,1999.3393561106927,1996.9529323221448,1988.282028061015,1962.0690572269089,1753.9540001978569,1183.8801598096613,667.777816072526,522.6217130942946,501.76179911008785,500.05906241650206,500.00071759343786
bravo    | p=0.55 | alpha=0.2229153137207031,1999.972725195808,1995.5135635516265,1941.302241776046,1832.6902255543448,1611.6419316437791,1290.2885426338125,969.1742660470859,741.5009292460787,613.7446326982297,518.9401674069744,501.6762578538346,500.0657083729934,500.00104796377843,500.000006320845,500.00000001327084,500.00000000000847
bravo    | p=0.51 | alpha=0.3134618835449219,1999.9997528364624,1999.566238610005,1974.650006863692,1891.6268699883376,1695.6809033051777,1411.465856084285,1139.7606210356143,939.5545125648547,798.3405280317489,609.292097936566,522.0382039331113,502.0680274072956,500.08263053428965,500.00130010151406,500.00000741032414,500.00000001389145
