legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,10152.589432716146,10007.410916551098,9806.006440638834,9649.992365589984,9440.233612244423,9159.871193372514,8789.085826440289,8307.049202460223,7696.059735534256,6071.670210575461,4084.306472064439,2210.8683431819,920.8471773257309,297.91901829835206,91.83903219071327,43.18554969856082
bravo_without_replacement | p=0.55 | alpha=0.05,10249.16515585564,10232.040441113255,10149.18763341946,10035.354602255366,9825.411457983168,9470.231638618987,8920.19330535385,8141.950301091044,7137.6851150893535,4697.773219841024,2405.5098726336237,946.284297728743,323.01240619078715,141.81598455671093,99.9026753973101,86.07921876806023
bravo_without_replacement | p=0.51 | alpha=0.05,10250.0,10250.0,10250.0,10250.0,10250.0,10250.0,10250.0,10249.999999999998,10249.999999999989,10249.999999998778,10249.99999989699,10249.99999386463,10249.99974110949,10249.992264911654,10249.836966925188,10247.592657760068
