legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,47.0,60.0,72.0,82.0,92.0,108.0,128.0,153.0,186.0,261.0,301.0,279.0,206.0,138.0,97.0,72.0
bravo_without_replacement | p=0.55 | alpha=0.05,311.0,420.0,452.0,460.0,462.0,462.0,458.0,452.0,441.0,391.0,309.0,240.0,191.0,160.0,135.0,118.0
bravo_without_replacement | p=0.51 | alpha=0.05,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,496.0,494.0,486.0,466.0,426.0
