legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,82.0,113.0,145.0,168.0,198.0,238.0,289.0,349.0,402.0,462.0,472.0,467.0,425.0,311.0,208.0,148.0
bravo_without_replacement | p=0.55 | alpha=0.05,443.0,489.0,496.0,496.0,496.0,496.0,496.0,496.0,494.0,485.0,441.0,351.0,273.0,223.0,185.0,158.0
bravo_without_replacement | p=0.51 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,496.0,476.0
