legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,991.527361373378,984.7100809696936,972.1595691329021,959.4771117086457,939.1143593351337,908.8087896027918,868.6570425847405,821.4228066515103,770.6732455889153,669.1294989898139,576.9634213899642,498.3369433617165,433.17688499593095,379.8896265960605,336.34352297744135,300.40993207079015
bayesian | a=500 | b=500 | critical_value=1e-12,991.5364713672267,984.7879763926258,972.5361765019003,960.3147573595512,940.9192281885112,912.4318034786673,875.2352877834807,832.1476888502209,786.5466245517357,696.9408794855409,616.6188015861306,547.978752413685,490.3322926138316,442.0666237429414,401.48482888658316,367.1316620082736
bayesian | a=1000 | b=1000 | critical_value=1e-12,991.5385583914957,984.8123151039813,972.6707196045613,960.6269984735546,941.611018209214,913.840769117332,877.7986498462494,836.2897302665865,792.5764095253909,707.0810089919734,630.5475044152038,564.9688472050124,509.55881019521087,462.7496786400119,423.04034370942406,389.1332321308098
