legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,999.0,999.0,997.0,994.0,989.0,978.0,961.0,931.0,888.0,791.0,691.0,601.0,522.0,458.0,402.0,358.0
bayesian | a=500 | b=500 | critical_value=1e-12,999.0,999.0,997.0,994.0,989.0,978.0,963.0,931.0,892.0,802.0,713.0,634.0,564.0,506.0,458.0,418.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,999.0,999.0,997.0,994.0,989.0,978.0,963.0,932.0,894.0,806.0,722.0,647.0,580.0,525.0,477.0,437.0
