legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,998.0,995.0,991.0,985.0,976.0,960.0,930.0,888.0,839.0,735.0,637.0,551.0,477.0,418.0,368.0,327.0
bayesian | a=500 | b=500 | critical_value=1e-12,998.0,995.0,991.0,985.0,976.0,960.0,931.0,892.0,846.0,752.0,666.0,591.0,528.0,473.0,429.0,391.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,998.0,995.0,991.0,985.0,976.0,960.0,932.0,893.0,848.0,759.0,678.0,606.0,545.0,493.0,450.0,413.0
