legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,999.9942317542293,998.512994346734,986.4309222537956,970.5763893376036,945.7253869354364,911.6253596867767,869.4660305483505,821.5739810346457,770.691387863571,669.1295676005565,576.9634214328939,498.33694336172,433.1768849959308,379.88962659606017,336.34352297744147,300.40993207079015
bayesian | a=500 | b=500 | critical_value=1e-12,999.9942379563921,998.5205699875252,986.6144759744396,971.184602634951,947.3342812096877,915.1364716320621,876.0037579965243,832.2897840927321,786.5635110671076,696.9409423291952,616.6188016250372,547.978752413689,490.3322926138318,442.06662374294166,401.48482888658316,367.1316620082741
bayesian | a=1000 | b=1000 | critical_value=1e-12,999.9942393772563,998.5229370243494,986.680050599666,971.4113204568698,947.9509559343946,916.5019193653296,878.5513314011423,836.4283190671814,792.592819018291,707.0810697329262,630.5475044526956,564.9688472050168,509.5588101952101,462.74967864001195,423.04034370942423,389.13323213080986
