legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,499.9935751487337,499.89952417976014,499.5107508478396,498.9896540820732,497.99210101121344,496.14005197277083,492.7887047969908,486.86741152500036,476.66913765992985,432.5921363615817,341.07019412137254,229.62465012730883,160.6195503296638,130.45926157469123,114.40784165700444,105.80399761399957
bravo_without_replacement | p=0.55 | alpha=0.05,499.9953420820312,499.7294911366697,496.5463826866808,488.13205858439073,463.98115765101966,416.995617936645,360.28745369195343,312.9497146452417,277.285975523665,227.39258465688096,196.10385533341665,174.04516118773884,154.6713671425939,135.94379593669865,120.00822601563188,109.09156932193969
bravo_without_replacement | p=0.51 | alpha=0.05,500.0,499.99999897910413,499.98986809603315,499.74684940872675,497.1444655238129,484.3238213562854,454.4984218124061,421.38430884431193,403.4138409943122,388.54699698549877,353.75961421704466,315.03991685510744,301.3259118701796,299.261745684171,295.2393589170289,281.4829338846975
