legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,100.00472885208127,100.16217220618937,101.04620323805833,498.9896540820732,497.99210101121344,496.14005197277083,492.7887047969908,486.86741152500036,476.66913765992985,432.5921363615817,341.07019412137265,229.62465012730908,160.61955032966395,130.45926157469128,114.40784165700478,105.80399761399975
bravo_without_replacement | p=0.55 | alpha=0.05,157.77745241729104,204.2056099246613,258.7174769997231,488.13205858439073,463.98115765101966,416.995617936645,360.28745369195354,312.94971464524184,277.2859755236652,227.3925846568812,196.10385533341693,174.04516118773898,154.67136714259408,135.9437959366987,120.00822601563209,109.09156932193987
bravo_without_replacement | p=0.51 | alpha=0.05,306.23681788495276,399.92263670138897,399.9895422640863,499.74684940872675,497.1444655238129,484.3238213562854,454.49842181240615,421.384308844312,403.4138409943121,388.54699698549877,353.75961421704477,315.0399168551075,301.3259118701797,299.26174568417116,295.23935891702905,281.4829338846976
