legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,1.6062318056502003e-05,0.0002512914318143031,0.0012263303573780196,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000007,0.9999999999999999,1.0,1.0000000000000002,1.0000000000000004,1.0000000000000013,1.0000000000000009,1.0000000000000004,1.0000000000000009,0.9999999999999999
bravo_without_replacement | p=0.55 | alpha=0.05,1.361078631932129e-05,0.0009145165439457813,0.014313582560288923,0.9999999999999999,1.0,1.0,1.0000000000000007,1.0000000000000002,1.0000000000000002,1.000000000000001,1.0000000000000009,1.0000000000000007,1.0,1.0000000000000004,1.0000000000000009,1.0000000000000009
bravo_without_replacement | p=0.51 | alpha=0.05,8.146332227023943e-18,1.0201067006637216e-08,0.00010130844509913555,0.9999999999999999,1.0,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0,1.0,1.0000000000000009,1.0000000000000007,1.0000000000000004,1.0000000000000009,1.0000000000000007,1.0000000000000009
