legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,82.0,115.0,148.0,173.0,203.0,244.0,296.0,354.0,410.0,463.0,475.0,468.0,427.0,319.0,211.0,148.0
bravo    | p=0.55 | alpha=0.05,453.0,493.0,495.0,497.0,497.0,497.0,497.0,495.0,495.0,485.0,451.0,362.0,280.0,228.0,188.0,160.0
bravo    | p=0.51 | alpha=0.05,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,497.0,487.0
