legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,97.0,165.0,294.0,358.0,399.0,418.0,429.0,429.0,423.0,384.0,299.0,210.0,152.0,113.0,87.0,71.0
