,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,50,0.007673338916315053,0.0008694041337537073,0.003404997647630595,0.007673338916315053,0.01120262155331944,0.016063046442630725,0.02262929771512502,0.03133279103184033,0.04265315801801432,0.057102792333121044,0.09745710863965483,0.15609060471781577,0.23507635388053852,0.33357297665053687,0.44699677732982274,0.567196024637733,0.6838786190641328
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,51,0.004373114932909594,0.0006147688587738755,0.0021260799060995005,0.004373114932909594,0.00608191040608939,0.00828963463210121,0.011075512247829213,0.014507468722754789,0.01863223046177937,0.02346438029760916,0.03508410388214064,0.04847111788983798,0.06179584223970809,0.07254079299507966,0.07815487422290576,0.07694374736954672,0.06882010978241335
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,54,0.0015488115387388146,0.0001939979979968311,0.0007217105806049121,0.0015488115387388146,0.0021962112981461124,0.0030484633981474277,0.004142963334902943,0.005513592503020404,0.007186218386227532,0.009173508977791692,0.01404472812968301,0.0197762160990539,0.025575486424976146,0.03030696298700032,0.032795973560409496,0.032258101830535076,0.02866357572437516
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,56,0.0018341189274538594,0.00022743712659891647,0.0008532898148794076,0.0018341189274538594,0.00259973622666338,0.003604246409262307,0.004888478684483636,0.006487467052501271,0.008424895502800964,0.01070693342586887,0.016206137869219487,0.022482435144187587,0.028542242850273375,0.03307606234202309,0.03486039379084369,0.033249614013115734,0.028512714799510033
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,58,0.001980848441650168,0.00024317577575956156,0.0009200785152696485,0.001980848441650168,0.0028065920387465317,0.0038863579842080853,0.005260550574117053,0.006961623044434484,0.00900789827159479,0.011396973871299268,0.017054561598948866,0.023309788757493694,0.02905006643506544,0.03292153097876115,0.033793944623994196,0.031255701159977216,0.025866734866115505
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,61,0.0010441377037005185,0.00011421010854021839,0.0004648439952680876,0.0010441377037005185,0.0015083851161414113,0.0021270967505958183,0.0029287163690581196,0.003937788371135165,0.0051708017001058735,0.006631546211629177,0.010161138119874357,0.014154591725502836,0.017894131426081452,0.020470996750197624,0.0211058182251315,0.019502647304888293,0.01603450153533982
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,63,0.0013501653595647508,0.00014620725446409913,0.0006001239796014096,0.0013501653595647508,0.001949699448405329,0.0027461294110695906,0.003773464046482165,0.005059331517661542,0.006619455402098247,0.008451711775922476,0.01280291355079673,0.017571051964191647,0.021805953576984692,0.024395551383379305,0.024497074351151137,0.02195035923303285,0.017416622253471473
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,66,0.000765830760037215,7.389115763209499e-05,0.00032625909759118423,0.000765830760037215,0.0011275607056552242,0.0016173527667774875,0.0022606100042823346,0.003079458253222373,0.00408880110165565,0.0052918708961939235,0.008208237656033008,0.011481432764359246,0.014453661866729705,0.016323335946717258,0.016463298029636073,0.0147382278926895,0.011617618180384471
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,68,0.0010237719236541154,9.779081694302757e-05,0.0004354493153135508,0.0010237719236541154,0.001506734002969927,0.0021586375985022154,0.0030111318537453724,0.004090310837088366,0.005411299712467645,0.006972368693401128,0.010691966923871045,0.014734578912220981,0.018208894387309583,0.020110450245342765,0.019754684277637036,0.01714883252294275,0.013045682184763565
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,71,0.0005948443585821944,5.062626759163512e-05,0.00024250100871358378,0.0005948443585821944,0.0008926128621046161,0.00130232021209135,0.00184786180740534,0.0025503030083520776,0.0034239672372836654,0.004471973215717407,0.007021873529336318,0.0098625754841632,0.012363478320627837,0.01378397134934834,0.013599627101399262,0.01179485161943419,0.00891403321390901
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16309430664062502,73,0.0008070045548042449,6.79960592552334e-05,0.0003284662562362782,0.0008070045548042449,0.0012104922875176346,0.001763985423218241,0.002497904595319097,0.0034377635679766734,0.004598724935290029,0.0059796054263104755,0.009282456382717965,0.012845003056798395,0.015806968500577744,0.017234134047992476,0.016560844638531903,0.013927847499548581,0.010158420187182098
