legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.018798828125962404,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,702.0,487.0,360.0,283.0,229.0,191.0,161.0
bayesian | a=500 | b=500 | critical_value=0.062500000000875,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,701.0,512.0,396.0,321.0,268.0,227.0,199.0
bayesian | a=1000 | b=1000 | critical_value=0.10058593750079882,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,707.0,526.0,413.0,336.0,284.0,241.0,211.0
