legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.018798828125962404,1000.0,1000.0,1000.0,1000.0,1000.0,908.0,611.0,454.0,358.0,247.0,189.0,151.0,125.0,108.0,96.0,85.0
bayesian | a=500 | b=500 | critical_value=0.062500000000875,1000.0,1000.0,1000.0,1000.0,1000.0,875.0,644.0,508.0,416.0,311.0,244.0,203.0,172.0,152.0,133.0,119.0
bayesian | a=1000 | b=1000 | critical_value=0.10058593750079882,1000.0,1000.0,1000.0,1000.0,1000.0,872.0,661.0,530.0,441.0,332.0,263.0,221.0,191.0,165.0,146.0,132.0
