legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=300 | alpha=1,21999.998251203822,21999.655654298593,21993.61544837186,21976.89500431293,21925.336143911034,21784.136074988208,21440.551882150878,20697.61391443335,19270.435025423747,13188.486891504666,4136.756430549061,507.96579679842984,309.7270891103535,301.02031815231453,300.0753810198137,300.00337088059234
bravo_without_replacement | p=0.55 | min_stop=300 | alpha=0.05953515625,21999.130899309017,21919.912785157834,20939.164886271406,18719.00820909748,13889.314943968391,7389.670357564584,2640.7561253938266,854.9226852759168,469.32833611188397,340.952468474085,309.2432767706969,301.52351369266904,300.16814932350064,300.0115786849301,300.0004656213947,300.00001021125865
bravo_without_replacement | p=0.51 | min_stop=300 | alpha=0.22733593749999997,21999.998493540003,21989.800422192497,20969.30590839283,17419.31728571324,10553.468166321927,4247.704206789937,1489.0996914554996,829.1281936829986,654.8967749213754,486.2124838261519,392.0986275135961,338.9507738488338,312.8066721663121,302.9823003878844,300.45128830752657,300.04094638345373
