legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=300 | alpha=1,315.0,323.0,333.0,338.0,348.0,358.0,376.0,398.0,436.0,597.0,811.0,471.0,300.0,300.0,300.0,300.0
bravo_without_replacement | p=0.55 | min_stop=300 | alpha=0.05953515625,427.0,640.0,1092.0,1407.0,1573.0,1569.0,1386.0,1045.0,745.0,444.0,320.0,300.0,300.0,300.0,300.0,300.0
bravo_without_replacement | p=0.51 | min_stop=300 | alpha=0.22733593749999997,940.0,1729.0,1880.0,1880.0,1846.0,1731.0,1480.0,1174.0,940.0,671.0,516.0,415.0,349.0,300.0,300.0,300.0
