legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=300 | alpha=1,304.61743889134567,307.055350617099,309.8213429902761,311.82033905782146,314.4651371946862,318.0621425281449,323.12266657849165,330.5555627795575,342.10072915371853,391.5455523114751,441.3081951587577,361.88679440673195,309.45429872475967,301.0203054163888,300.0753810198133,300.0033708805968
bravo_without_replacement | p=0.55 | min_stop=300 | alpha=0.05953515625,343.94624825475546,424.5381524873002,597.8675890566243,724.7877671405148,810.2182738423572,803.6373744412857,703.8716148345239,563.185164220719,448.75362594771406,340.9440451104759,309.2432766743855,301.5235136926688,300.16814932350013,300.0115786849252,300.0004656214284,300.0000102112827
bravo_without_replacement | p=0.51 | min_stop=300 | alpha=0.22733593749999997,655.8240114546476,1162.4308477225818,1378.7104052523807,1378.8576892575502,1307.545949023577,1162.7098025007629,969.6650488966114,788.648011276729,653.5143345406775,486.21236613298936,392.0986275133398,338.9507738488336,312.8066721663213,302.98230038787705,300.45128830757494,300.0409463834631
