,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bayesian | critical_value=0.05 | a=1 | b=1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | critical_value=0.05 | a=1 | b=1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | critical_value=0.05 | a=1 | b=1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | critical_value=0.05 | a=1 | b=1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | critical_value=0.05 | a=1 | b=1,4,0.06242499250300329,0.07303515941036798,0.09141639252580623,0.105316411992263,0.12107254212011706,0.14765465613263787,0.23997648176638658
bayesian | critical_value=0.05 | a=1 | b=1,5,0.06242499250300329,0.07303515941036798,0.09141639252580623,0.105316411992263,0.12107254212011706,0.14765465613263787,0.23997648176638658
bayesian | critical_value=0.05 | a=1 | b=1,6,0.06242499250300329,0.07303515941036798,0.09141639252580623,0.105316411992263,0.12107254212011706,0.14765465613263787,0.23997648176638658
bayesian | critical_value=0.05 | a=1 | b=1,7,0.09361871250452686,0.1109351240338142,0.14117898641639792,0.16414681981487395,0.19018734838314622,0.23393579797300668,0.3811431211825293
bayesian | critical_value=0.05 | a=1 | b=1,8,0.09361871250452686,0.1109351240338142,0.14117898641639792,0.16414681981487395,0.19018734838314622,0.23393579797300668,0.3811431211825293
bayesian | critical_value=0.05 | a=1 | b=1,9,0.09361871250452686,0.1109351240338142,0.14117898641639792,0.16414681981487395,0.19018734838314622,0.23393579797300668,0.3811431211825293
bayesian | critical_value=0.05 | a=1 | b=1,10,0.11115109571180598,0.13305742733296247,0.17165030032942435,0.20111516863520956,0.23457170433304952,0.2906549695677114,0.4745640103277061
bayesian | critical_value=0.05 | a=1 | b=1,11,0.11115109571180598,0.13305742733296247,0.17165030032942435,0.20111516863520956,0.23457170433304952,0.2906549695677114,0.4745640103277061
bayesian | critical_value=0.05 | a=1 | b=1,12,0.13258382823224218,0.16006034148443726,0.20853540804754594,0.24543864546700112,0.2870885533190477,0.3560224416393437,0.5705319480628965
bayesian | critical_value=0.05 | a=1 | b=1,13,0.13258382823224218,0.16006034148443726,0.20853540804754594,0.24543864546700112,0.2870885533190477,0.3560224416393437,0.5705319480628965
bayesian | critical_value=0.05 | a=1 | b=1,14,0.13258382823224218,0.16006034148443726,0.20853540804754594,0.24543864546700112,0.2870885533190477,0.3560224416393437,0.5705319480628965
bayesian | critical_value=0.05 | a=1 | b=1,15,0.1437456341296287,0.17466566400602795,0.22946588051138958,0.2712503767154839,0.31834388867097096,0.3958470772067584,0.629387649957796
bayesian | critical_value=0.05 | a=1 | b=1,16,0.1437456341296287,0.17466566400602795,0.22946588051138958,0.2712503767154839,0.31834388867097096,0.3958470772067584,0.629387649957796
bayesian | critical_value=0.05 | a=1 | b=1,17,0.15756377482374018,0.19271975731191232,0.2551240980392748,0.30259097168865223,0.3557958913002232,0.4423257500159358,0.6906039071615246
bayesian | critical_value=0.05 | a=1 | b=1,18,0.15756377482374018,0.19271975731191232,0.2551240980392748,0.30259097168865223,0.3557958913002232,0.4423257500159358,0.6906039071615246
bayesian | critical_value=0.05 | a=1 | b=1,19,0.15756377482374018,0.19271975731191232,0.2551240980392748,0.30259097168865223,0.3557958913002232,0.4423257500159358,0.6906039071615246
bayesian | critical_value=0.05 | a=1 | b=1,20,0.16494588699167712,0.20273764640534445,0.2700618549457876,0.32131661881591966,0.3786654831459256,0.47138010056338353,0.7291225261248586
bayesian | critical_value=0.05 | a=1 | b=1,21,0.16494588699167712,0.20273764640534445,0.2700618549457876,0.32131661881591966,0.3786654831459256,0.47138010056338353,0.7291225261248586
bayesian | critical_value=0.05 | a=1 | b=1,22,0.17429976163800917,0.21541247859784737,0.288804792810209,0.3445884483541656,0.40671392166827125,0.5060857679877956,0.7701204646738476
bayesian | critical_value=0.05 | a=1 | b=1,23,0.17429976163800917,0.21541247859784737,0.288804792810209,0.3445884483541656,0.40671392166827125,0.5060857679877956,0.7701204646738476
bayesian | critical_value=0.05 | a=1 | b=1,24,0.17429976163800917,0.21541247859784737,0.288804792810209,0.3445884483541656,0.40671392166827125,0.5060857679877956,0.7701204646738476
bayesian | critical_value=0.05 | a=1 | b=1,25,0.17941694117457313,0.2226148716715644,0.2999801554744849,0.3588294512408018,0.4242561240212488,0.5283065530397015,0.7965409993676165
bayesian | critical_value=0.05 | a=1 | b=1,26,0.17941694117457313,0.2226148716715644,0.2999801554744849,0.3588294512408018,0.4242561240212488,0.5283065530397015,0.7965409993676165
bayesian | critical_value=0.05 | a=1 | b=1,27,0.1860235295562253,0.2318999214890701,0.3142677363911366,0.3768628602040996,0.44617780000692453,0.555350862224056,0.8251884340161776
bayesian | critical_value=0.05 | a=1 | b=1,28,0.1860235295562253,0.2318999214890701,0.3142677363911366,0.3768628602040996,0.44617780000692453,0.555350862224056,0.8251884340161776
bayesian | critical_value=0.05 | a=1 | b=1,29,0.19339949912940468,0.2422510193579216,0.3300637542875533,0.3966099695131145,0.46986681962471505,0.5838129280118409,0.8520454965369721
bayesian | critical_value=0.05 | a=1 | b=1,30,0.19339949912940468,0.2422510193579216,0.3300637542875533,0.3966099695131145,0.46986681962471505,0.5838129280118409,0.8520454965369721
