,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | alpha=0.05,7,0.0078125,0.003736694531250001,0.005870683422719999,0.0078125,0.00897410677851,0.010280717025280004,0.011747111398370005,0.013389252099840005,0.015224352343750011,0.01727094849536001,0.022079841675519993,0.027993599999999997,0.035216146062080005,0.04398046511104001,0.05455160701056002,0.06722988818432005,0.08235429999999996
clip     | alpha=0.05,10,0.0068359375,0.002913220473925782,0.004923483876564662,0.0068359375,0.008006186543700246,0.009340483769015993,0.010856222217029024,0.01257186503764897,0.01450690473955079,0.016681801900286293,0.02183731669455608,0.028217548799999992,0.03600865021306106,0.04539628424389461,0.05655517843284386,0.06963510466400227,0.08474257469999996
clip     | alpha=0.05,13,0.005126953125,0.0019467595817009046,0.003539236537700754,0.005126953125,0.006122282812848317,0.007273920416088745,0.008599626154552936,0.010118038132140498,0.01184851444602811,0.013810930520454621,0.01851210480684263,0.02437996216319999,0.03155913332353352,0.040163726936806345,0.05025628887970744,0.06182260300153852,0.07474295088539998
clip     | alpha=0.05,16,0.0037384033203125,0.0012647853657363065,0.0024735016314683033,0.0037384033203125,0.004551626462919113,0.005507230625429111,0.006622865922181497,0.007916960116874653,0.009408461002299195,0.011116510048784067,0.015257306539703558,0.02047916821708799,0.0268911167165386,0.034547231361963346,0.043418418214734446,0.05336197370543465,0.06409208038423048
clip     | alpha=0.05,19,0.00272369384765625,0.0008210444543489073,0.0017272696521840774,0.00272369384765625,0.003381155690823026,0.00416623066789948,0.005096331658268864,0.006189647711324803,0.0074648073658099305,0.008940448760130566,0.012564501788052965,0.01718845844414791,0.022894857057363372,0.029691888449507778,0.03748028708286017,0.0460216103757181,0.05491409447320868
clip     | alpha=0.05,22,0.001997709274291992,0.0005365600972814811,0.0012142551216626338,0.001997709274291992,0.002528515290356498,0.003172891484240525,0.003947946541372536,0.004871640876133812,0.005962391384789409,0.007238557555962126,0.010416325266522655,0.014523236299514153,0.019623157742252793,0.025690008737956425,0.03257119404132132,0.039957066646847485,0.04736582916378101
clip     | alpha=0.05,25,0.0014778375625610352,0.0003536637041212962,0.000860954428933045,0.0014778375625610352,0.0019071568782662745,0.0024371796649170574,0.003084645515709976,0.0038672746760691117,0.004803333880593638,0.00591105723573977,0.008709720382617135,0.012376854850617536,0.01696368786256764,0.02241873496845422,0.02854860357756376,0.03499014996755518,0.04120660941357144
clip     | alpha=0.05,27,0.0022054463624954224,0.00052251105673941,0.0012827869581131378,0.0022054463624954224,0.002845001273153715,0.0036312982240053982,0.00458678919192411,0.0057343791048806835,0.007096558206494401,0.008694320757025238,0.01266517768209426,0.017731738990068385,0.02385752289128824,0.030833538510082994,0.03824172842899086,0.04545006255377453,0.05165542822915563
clip     | alpha=0.05,30,0.0013833073899149895,0.0002920084277662237,0.0007711742829037038,0.0013833073899149895,0.001819412111222617,0.0023649503411655843,0.0030385792071609143,0.0038596145639912395,0.004847277085170216,0.006019723907908269,0.008979016063673708,0.012812267752159769,0.017486565092308125,0.022813819478822456,0.028419503425021347,0.03374539165864544,0.03810179929694159
clip     | alpha=0.05,33,0.0009808506583794951,0.00018448339443355173,0.0005240980388183643,0.0009808506583794951,0.0013153510973521775,0.00174118183803295,0.0022755916771104593,0.0029367262535954573,0.0037429145871657856,0.004711720079498521,0.007196282501607846,0.010465564918623103,0.01448924187528378,0.019082471716787827,0.023875773553236883,0.028324121890681685,0.0317714472092127
clip     | alpha=0.05,35,0.0014396730111911893,0.00026807323224266175,0.000768029819408899,0.0014396730111911893,0.0019298738179326655,0.002551582859645006,0.003328043780794352,0.004282881159620825,0.005438837541289611,0.006816181582634609,0.010292158233823115,0.014746701327294474,0.02004203956315897,0.02581297547288021,0.031455838791969525,0.03618564450898383,0.03917213648537844
clip     | alpha=0.05,38,0.0008958559810707811,0.00014862966165444505,0.00045806617349123004,0.0008958559810707811,0.0012244178936059124,0.0016486251548277799,0.002187272784932781,0.002859866078417632,0.0036856008605969546,0.004682030120681224,0.007238957941179035,0.01057113691494944,0.014573813648575774,0.018948063818083585,0.023191689073057353,0.02665437094060015,0.028665459980852712
clip     | alpha=0.05,40,0.001268396058549115,0.0002083326652936425,0.0006475144736893842,0.001268396058549115,0.0017328964078345375,0.002330468196992563,0.003085697541060796,0.0040232217049212,0.005166068750676878,0.006533585584759622,0.009986884217096283,0.014368439942798922,0.01944577138879331,0.024724299233391117,0.029473513461214285,0.03284762741983048,0.03409218899974519
clip     | alpha=0.05,43,0.0007734074087011322,0.00011318490697157008,0.00037842405062931105,0.0007734074087011322,0.0010773392062200403,0.0014754841089072157,0.001987221982852824,0.0026324658629789115,0.0034303742640696207,0.004397681231254469,0.006883015120496084,0.010092890007222,0.013855926869634851,0.017784017253756352,0.021293258641779254,0.023709109415266688,0.024446441641997666
clip     | alpha=0.05,45,0.0010840811075354395,0.0001570641834385588,0.0005295863105705885,0.0010840811075354395,0.0015094966734273477,0.0020648692498329846,0.002775450905475139,0.0036662981434279407,0.004760254234339527,0.006075442135270884,0.009400900300208952,0.013581264937469835,0.01830308547760552,0.02297342701751963,0.026790352084274036,0.028925946006935824,0.028783817164428932
clip     | alpha=0.05,47,0.0013129045101294423,0.00018831448186771885,0.0006403430304399088,0.0013129045101294423,0.001827383806250093,0.002496712257300682,0.0033491811073566493,0.004411748289667787,0.00570737892034393,0.00725186896100616,0.011093742635212199,0.01579002503696038,0.020889639709967444,0.025641274938903946,0.029122766584728555,0.030491431773964753,0.029281885472812803
clip     | alpha=0.05,50,0.0007525858902948102,9.617990754123059e-05,0.0003518126279105355,0.0007525858902948102,0.0010680193539436425,0.001486036020550518,0.0020276880811892508,0.002713744747398858,0.0035627677970663674,0.004588720409564572,0.007187804933535696,0.010426972527119764,0.013993000311043289,0.017338638132098714,0.01977936460162507,0.020689907074644444,0.019739188345672058
clip     | alpha=0.05,52,0.0010252557177672372,0.00012971663619858645,0.0004785112189036221,0.0010252557177672372,0.0014543920717252539,0.002021203479112019,0.0027523964907176335,0.0036733026059099214,0.0048050602876071775,0.006161244166921684,0.009541346899247322,0.013636583952316695,0.017964794325666916,0.021768754270384046,0.024186404296475467,0.024533163358463946,0.02258836023931815
clip     | alpha=0.05,55,0.0006080943665773275,6.855074234835092e-05,0.00027202367899038733,0.0006080943665773275,0.0008795219808923252,0.0012447631669026237,0.0017242068243880052,0.00233792634763906,0.0031035982682176603,0.004033907335146904,0.006396519535721445,0.009317445254967341,0.012451394470761183,0.015230872859199461,0.016996788231485777,0.017224638719579168,0.01575544982923344
clip     | alpha=0.05,57,0.0008384751077987751,9.357644684278023e-05,0.00037448159356138724,0.0008384751077987751,0.0012122498502561744,0.0017136041100476614,0.002368875697440508,0.0032030343938696166,0.0042366236807674955,0.005482085521805195,0.008594095983885133,0.01233352665343511,0.016179774464279796,0.019354700389928862,0.02103627798911931,0.020672271386653614,0.018248588878410583
clip     | alpha=0.05,60,0.0005011305225583722,4.983161196194801e-05,0.00021451959227588094,0.0005011305225583722,0.0007387189495121637,0.0010634304411953036,0.0014953489079215158,0.0020542704626418467,0.0027574551058161994,0.0036168059218819265,0.005805720787312641,0.008491813295868875,0.01130030349004164,0.013645817849876028,0.014896572604271973,0.014625363530434891,0.012826178809062182
clip     | alpha=0.05,62,0.0006940317223613956,6.832326258719827e-05,0.0002966197067886793,0.0006940317223613956,0.0010226663195460903,0.0014704224556414652,0.0020635011859498234,0.0028268168448414553,0.003780699075337034,0.004936900404619275,0.00783469125956678,0.011290161027332182,0.01474870370463561,0.017416885709405045,0.01851815298498544,0.01763006925067517,0.01492124434322535
clip     | alpha=0.05,64,0.0008326709025740146,8.115174419751243e-05,0.0003553028088912159,0.0008326709025740146,0.0012264624830654626,0.0017613301368352358,0.002466791873029139,0.0033697937517799203,0.004490568989704685,0.005837798869335555,0.00915910904351192,0.013003654932680154,0.016675666293821483,0.019257816108201826,0.019942269399062545,0.018410558688002548,0.015037595399995567
clip     | alpha=0.05,67,0.0004740350180081033,4.116352888902097e-05,0.00019387038946653418,0.0004740350180081033,0.0007118979192899233,0.0010411557793827298,0.0014832321468511312,0.0020586176668152844,0.0027839811424351414,0.003668638184898945,0.005893666139092988,0.008528152387528623,0.011093719857964672,0.012932917511462166,0.013451427971364236,0.012406857526698942,0.010067525859518993
clip     | alpha=0.05,69,0.0006433237307981016,5.530532393595287e-05,0.0002626849562518491,0.0006433237307981016,0.000965746444173075,0.00141071548425255,0.0020056816223598646,0.002775916670896035,0.003740422239528297,0.004907097912246162,0.007793668916726291,0.01111080004270746,0.01418834103999981,0.01617551513536149,0.01638590305468142,0.014655472474997605,0.011476809859694341
clip     | alpha=0.05,71,0.000761148536988327,6.478015459774774e-05,0.0003102984593154429,0.000761148536988327,0.001142165953640816,0.0016664176264297352,0.0023644795331261995,0.0032633064022172917,0.004381226140508676,0.005722229389057837,0.008985020512778184,0.012619914423665958,0.0158200095538646,0.01763763827474509,0.017401755808005234,0.015092408500813281,0.011406182544294352
clip     | alpha=0.05,74,0.0004290101444159503,3.253252924587434e-05,0.00016763070416072075,0.0004290101444159503,0.0006563776342408256,0.000975258865794011,0.001407580650051176,0.001973746332489017,0.0026891912822056274,0.0035602633676433486,0.005724169458908027,0.008194208942610668,0.01041985915762479,0.011727110354930285,0.01162112011165801,0.010069652582496681,0.007560417595954269
clip     | alpha=0.05,76,0.0005787239687561253,4.344671364317896e-05,0.0002257678253247373,0.0005787239687561253,0.0008850828584012695,0.0013134948896228332,0.0018919554894685025,0.0026454942803544037,0.0035913753488606465,0.004733547381176041,0.0075240845210519285,0.010611631856582123,0.013246496657955844,0.014579323953246577,0.014071316834668042,0.011823261017092992,0.008567004170342795
