legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.19289318084716797,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,60.0,60.0,60.0,40.0,40.0,20.0,20.0
bravo    | p=0.55 | alpha=0.1101436767578125,120.0,180.0,240.0,260.0,280.0,280.0,280.0,260.0,240.0,180.0,140.0,120.0,100.0,80.0,80.0,80.0
bravo    | p=0.52 | alpha=0.27786824035644536,240.0,300.0,340.0,340.0,340.0,340.0,320.0,300.0,280.0,220.0,180.0,160.0,140.0,120.0,100.0,100.0
