legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.009277343750981446,500.0,500.0,500.0,500.0,485.0,465.0,435.0,410.0,375.0,320.0,270.0,230.0,200.0,170.0,150.0,130.0
bayesian | a=500 | b=500 | critical_value=0.012207031250975586,500.0,500.0,500.0,500.0,485.0,465.0,435.0,410.0,380.0,325.0,280.0,240.0,215.0,190.0,170.0,150.0
bayesian | a=1000 | b=1000 | critical_value=0.013671875000972656,500.0,500.0,500.0,500.0,485.0,465.0,435.0,410.0,380.0,330.0,285.0,245.0,215.0,190.0,175.0,155.0
