legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.009277343750981446,160.0,255.0,450.0,495.0,460.0,420.0,370.0,325.0,290.0,230.0,190.0,160.0,135.0,120.0,105.0,90.0
bayesian | a=500 | b=500 | critical_value=0.012207031250975586,215.0,310.0,470.0,490.0,460.0,420.0,375.0,335.0,305.0,250.0,210.0,180.0,160.0,140.0,125.0,115.0
bayesian | a=1000 | b=1000 | critical_value=0.013671875000972656,220.0,320.0,470.0,490.0,460.0,415.0,375.0,340.0,305.0,250.0,215.0,185.0,165.0,145.0,130.0,115.0
