legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.07416894531249998,500.0,500.0,500.0,500.0,490.0,485.0,475.0,470.0,460.0,445.0,435.0,420.0,290.0,205.0,150.0,115.0
bravo_without_replacement | p=0.55 | alpha=0.0644130859375,500.0,500.0,500.0,500.0,490.0,485.0,460.0,420.0,380.0,305.0,255.0,210.0,175.0,155.0,135.0,115.0
bravo_without_replacement | p=0.52 | alpha=0.07307141113281249,500.0,500.0,500.0,500.0,490.0,460.0,430.0,405.0,380.0,330.0,290.0,260.0,230.0,210.0,190.0,175.0
