,,0.5,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.7 | alpha=1,2000,5.69734177635511e-23,5.69734177635511e-23,1.0044840781100957e-15,1.1019059120300337e-07,0.00034046135623584005,0.03644019875111898,0.09131079289731706,7.945534218112538e-12
bravo    | p=0.7 | alpha=1,1000,1.2527406010560375e-11,1.2527406010560375e-11,3.7265919692504235e-08,0.00029383887776252503,0.016233635262959074,0.2049737313520435,0.8787781567776809,0.9999999999920552
bravo    | p=0.55 | alpha=0.8126875,2000,0.003098705348140624,0.003098705348140624,0.09402110596554523,0.05583761157916725,0.0022529119034593176,1.5570436279465888e-05,3.242642327707838e-10,1.3843343028344107e-32
bravo    | p=0.55 | alpha=0.8126875,1000,0.04273437681299257,0.04273437681299257,0.3365975761965745,0.9371653806715359,0.9977388802601012,0.9999844292970679,0.9999999996757372,1.0000000000000007
