legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.011962890625976073,150.0,254.0,482.0,611.0,638.0,562.0,445.0,349.0,283.0,203.0,161.0,131.0,112.0,97.0,86.0,78.0
bayesian | a=500 | b=500 | critical_value=0.03613281250092773,332.0,575.0,856.0,907.0,856.0,732.0,589.0,481.0,404.0,305.0,248.0,207.0,178.0,158.0,142.0,127.0
bayesian | a=1000 | b=1000 | critical_value=0.06152343750087695,420.0,734.0,999.0,1017.0,942.0,805.0,657.0,542.0,459.0,351.0,284.0,242.0,209.0,185.0,167.0,148.0
