legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.011962890625976073,372.0,910.0,1704.0,1798.0,1794.0,1700.0,1448.0,1095.0,821.0,516.0,363.0,277.0,220.0,182.0,155.0,133.0
bayesian | a=500 | b=500 | critical_value=0.03613281250092773,681.0,1479.0,1834.0,1854.0,1821.0,1714.0,1450.0,1123.0,879.0,598.0,446.0,352.0,293.0,248.0,213.0,189.0
bayesian | a=1000 | b=1000 | critical_value=0.06152343750087695,827.0,1652.0,1868.0,1874.0,1835.0,1724.0,1468.0,1153.0,916.0,639.0,487.0,390.0,325.0,276.0,242.0,213.0
