legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.7460962890625,21999.995101986304,21977.875658857505,20958.03797198665,17777.127019300948,11323.915907781477,4873.004124805069,1828.4450043361228,1122.9556820528328,1018.8498698719367,1000.2943854902534,1000.0009383784859,1000.0000004898113,1000.0000000000279,999.999999999986,1000.0000000000023,999.999999999986
