,,0.5,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo_without_replacement | p=0.7 | alpha=1,500,2.2803784346209105e-07,2.2803784346209105e-07,1.6804409743003287e-05,0.0021587923725766844,0.01904916132144121,0.07683250688255928,0.13631691040354285,0.00034645476955978916
bravo_without_replacement | p=0.7 | alpha=1,250,0.0004510938281411168,0.0004510938281411168,0.003766297290308454,0.044537807676404105,0.14562257660025632,0.3472780817408305,0.727257947314062,0.9996532544057055
bravo_without_replacement | p=0.55 | alpha=0.19611718749999998,500,0.020249796159748906,0.020249796159748906,0.10385421362287452,0.28760281606715943,0.2409997223771086,0.11161214073339688,0.014216605378678268,2.8039625248241984e-07
bravo_without_replacement | p=0.55 | alpha=0.19611718749999998,250,0.03979376682471218,0.03979376682471218,0.134746288923858,0.44889063762284587,0.6983241248041191,0.8822105106743858,0.9857440198559007,0.999999719603747
