legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,64.0,87.0,72.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.0566083984375,174.0,266.0,416.0,538.0,648.0,658.0,559.0,431.0,336.0,229.0,174.0,140.0,119.0,102.0,90.0,79.0
bravo    | p=0.51 | alpha=0.25270117187499996,561.0,1021.0,1349.0,1367.0,1280.0,1098.0,886.0,710.0,591.0,442.0,353.0,292.0,250.0,217.0,193.0,175.0
