legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1026.0,127.0,74.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.0566083984375,2000.0,2000.0,2000.0,2000.0,2000.0,1121.0,626.0,437.0,336.0,229.0,174.0,140.0,119.0,102.0,90.0,79.0
bravo    | p=0.51 | alpha=0.25270117187499996,2000.0,2000.0,2000.0,2000.0,1872.0,1211.0,898.0,712.0,591.0,442.0,353.0,292.0,250.0,217.0,193.0,175.0
