legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.031487060546875,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,495.0,360.0,265.0,195.0,155.0,120.0,95.0,75.0
